ICD10 Code,Description,Type of Surgery,Body Part,Index
031H0,"Bypass Right Common Carotid Artery to Intracranial Artery with Autologous Venous Tissue, Open Approach
Bypass Right Common Carotid Artery to Right Extracranial Artery with Autologous Venous Tissue, Open Approach
Bypass Right Common Carotid Artery to Left Extracranial Artery with Autologous Venous Tissue, Open Approach
Bypass Right Common Carotid Artery to Upper Artery with Autologous Venous Tissue, Open Approach
Bypass Right Common Carotid Artery to Intracranial Artery with Autologous Arterial Tissue, Open Approach",Valve Replacement,Cardiac,1
0PT04,,General Surgery,General,13
0CBP0,"Excision of Tonsils, Open Approach, Diagnostic
Excision of Tonsils, Open Approach",General Surgery,General,13
00J00,"Inspection of Brain, Open Approach",Brain Surgery,Neurological,2
0DTQ0,"Resection of Anus, Open Approach",General Surgery,General,13
0TT20,"Resection of Bilateral Kidneys, Open Approach",Kidney Transplant,Renal,3
0UBD0,,General Surgery,General,13
0WJN8,,General Surgery,General,13
0SW90,"Revision of Drainage Device in Right Hip Joint, Open Approach
Revision of Infusion Device in Right Hip Joint, Open Approach
Revision of Internal Fixation Device in Right Hip Joint, Open Approach
Revision of External Fixation Device in Right Hip Joint, Open Approach
Revision of Autologous Tissue Substitute in Right Hip Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0RSE4,"Reposition Right Sternoclavicular Joint with Internal Fixation Device, Percutaneous Endoscopic Approach
Reposition Right Sternoclavicular Joint, Percutaneous Endoscopic Approach",Orthopedic Surgery,Orthopedic,5
0CD80,,General Surgery,General,13
0RD03,,General Surgery,General,13
0FT40,"Resection of Gallbladder, Open Approach",Urinary Surgery,Renal,3
0VS90,"Reposition Right Testis, Open Approach",General Surgery,General,13
00900,"Drainage of Brain with Drainage Device, Open Approach
Drainage of Brain, Open Approach, Diagnostic
Drainage of Brain, Open Approach",Brain Surgery,Neurological,2
0VQS0,"Repair Penis, Open Approach",General Surgery,General,13
01N00,"Release Cervical Plexus, Open Approach",General Surgery,General,13
04R00,"Replacement of Abdominal Aorta with Autologous Tissue Substitute, Open Approach
Replacement of Abdominal Aorta with Synthetic Substitute, Open Approach
Replacement of Abdominal Aorta with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
0DTF4,"Resection of Right Large Intestine, Percutaneous Endoscopic Approach",General Surgery,General,13
04100,"Bypass Abdominal Aorta to Abdominal Aorta with Autologous Venous Tissue, Open Approach
Bypass Abdominal Aorta to Celiac Artery with Autologous Venous Tissue, Open Approach
Bypass Abdominal Aorta to Mesenteric Artery with Autologous Venous Tissue, Open Approach
Bypass Abdominal Aorta to Right Renal Artery with Autologous Venous Tissue, Open Approach
Bypass Abdominal Aorta to Left Renal Artery with Autologous Venous Tissue, Open Approach",Valve Replacement,Cardiac,1
0DBQ0,"Excision of Anus, Open Approach, Diagnostic
Excision of Anus, Open Approach",General Surgery,General,13
0QH80,"Insertion of Internal Fixation Device into Right Femoral Shaft, Open Approach
Insertion of External Fixation Device into Right Femoral Shaft, Open Approach
Insertion of Intramedullary Internal Fixation Device into Right Femoral Shaft, Open Approach
Insertion of Intramedullary Limb Lengthening Internal Fixation Device into Right Femoral Shaft, Open Approach
Insertion of Limb Lengthening External Fixation Device into Right Femoral Shaft, Open Approach",General Surgery,General,13
0SBF0,"Excision of Right Ankle Joint, Open Approach, Diagnostic
Excision of Right Ankle Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
099C0,"Drainage of Left Mastoid Sinus with Drainage Device, Open Approach
Drainage of Left Mastoid Sinus, Open Approach, Diagnostic
Drainage of Left Mastoid Sinus, Open Approach",Tympanoplasty,ENT,6
0SP00,"Removal of Drainage Device from Lumbar Vertebral Joint, Open Approach
Removal of Infusion Device from Lumbar Vertebral Joint, Open Approach
Removal of Internal Fixation Device from Lumbar Vertebral Joint, Open Approach
Removal of Autologous Tissue Substitute from Lumbar Vertebral Joint, Open Approach
Removal of Spacer from Lumbar Vertebral Joint, Open Approach",Spine Surgery,Neurological,2
0DSP7,"Reposition Rectum, Via Natural or Artificial Opening",General Surgery,General,13
0PHD0,"Insertion of Internal Fixation Device into Left Humeral Head, Open Approach
Insertion of External Fixation Device into Left Humeral Head, Open Approach
Insertion of Intramedullary Internal Fixation Device into Left Humeral Head, Open Approach
Insertion of Limb Lengthening External Fixation Device into Left Humeral Head, Open Approach
Insertion of Monoplanar External Fixation Device into Left Humeral Head, Open Approach",General Surgery,General,13
0GT24,"Resection of Left Adrenal Gland, Percutaneous Endoscopic Approach",General Surgery,General,13
05HY0,"Insertion of Monitoring Device into Upper Vein, Open Approach
Insertion of Infusion Device into Upper Vein, Open Approach
Insertion of Intraluminal Device into Upper Vein, Open Approach
Insertion of Other Device into Upper Vein, Open Approach",General Surgery,General,13
0WBN0,"Excision of Female Perineum, Open Approach, Diagnostic
Excision of Female Perineum, Open Approach",General Surgery,General,13
0PS00,"Reposition Sternum with Rigid Plate Internal Fixation Device, Open Approach
Reposition Sternum with Internal Fixation Device, Open Approach
Reposition Sternum, Open Approach",General Surgery,General,13
0RHK4,"Insertion of Infusion Device into Left Shoulder Joint, Percutaneous Endoscopic Approach
Insertion of Internal Fixation Device into Left Shoulder Joint, Percutaneous Endoscopic Approach
Insertion of Spacer into Left Shoulder Joint, Percutaneous Endoscopic Approach",Orthopedic Surgery,Orthopedic,5
0SHG0,"Insertion of Infusion Device into Left Ankle Joint, Open Approach
Insertion of Internal Fixation Device into Left Ankle Joint, Open Approach
Insertion of External Fixation Device into Left Ankle Joint, Open Approach
Insertion of Spacer into Left Ankle Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0XR80,,General Surgery,General,13
0XQ80,"Repair Right Upper Arm, Open Approach",General Surgery,General,13
08BK0,,General Surgery,General,13
0SGN0,"Fusion of Left Metatarsal-Phalangeal Joint with Sustained Compression Internal Fixation Device, Open Approach
Fusion of Left Metatarsal-Phalangeal Joint with Internal Fixation Device, Open Approach
Fusion of Left Metatarsal-Phalangeal Joint with External Fixation Device, Open Approach
Fusion of Left Metatarsal-Phalangeal Joint with Autologous Tissue Substitute, Open Approach
Fusion of Left Metatarsal-Phalangeal Joint with Synthetic Substitute, Open Approach",Orthopedic Surgery,Orthopedic,5
0QHG0,"Insertion of Internal Fixation Device into Right Tibia, Open Approach
Insertion of External Fixation Device into Right Tibia, Open Approach
Insertion of Intramedullary Internal Fixation Device into Right Tibia, Open Approach
Insertion of Intramedullary Limb Lengthening Internal Fixation Device into Right Tibia, Open Approach
Insertion of Limb Lengthening External Fixation Device into Right Tibia, Open Approach",General Surgery,General,13
0BTJ0,"Resection of Left Lower Lung Lobe, Open Approach",Lung Surgery,Pulmonary,9
090K0,"Alteration of Nasal Mucosa and Soft Tissue with Autologous Tissue Substitute, Open Approach
Alteration of Nasal Mucosa and Soft Tissue with Synthetic Substitute, Open Approach
Alteration of Nasal Mucosa and Soft Tissue with Nonautologous Tissue Substitute, Open Approach
Alteration of Nasal Mucosa and Soft Tissue, Open Approach",General Surgery,General,13
0HN0X,"Release Scalp Skin, External Approach",General Surgery,General,13
0MQP0,"Repair Left Knee Bursa and Ligament, Open Approach",Hip Replacement,Orthopedic,5
0MDNX,,General Surgery,General,13
09T70,"Resection of Right Tympanic Membrane, Open Approach",General Surgery,General,13
0BTGX,,General Surgery,General,13
0CB90,"Excision of Left Parotid Gland, Open Approach, Diagnostic
Excision of Left Parotid Gland, Open Approach",General Surgery,General,13
0SBD4,"Excision of Left Knee Joint, Percutaneous Endoscopic Approach, Diagnostic
Excision of Left Knee Joint, Percutaneous Endoscopic Approach",Hip Replacement,Orthopedic,5
0WBG0,,General Surgery,General,13
0GT20,"Resection of Left Adrenal Gland, Open Approach",General Surgery,General,13
0CTP0,"Resection of Tonsils, Open Approach",General Surgery,General,13
0WBN4,"Excision of Female Perineum, Percutaneous Endoscopic Approach, Diagnostic
Excision of Female Perineum, Percutaneous Endoscopic Approach",General Surgery,General,13
0PHD3,"Insertion of Internal Fixation Device into Left Humeral Head, Percutaneous Approach
Insertion of External Fixation Device into Left Humeral Head, Percutaneous Approach
Insertion of Intramedullary Internal Fixation Device into Left Humeral Head, Percutaneous Approach
Insertion of Limb Lengthening External Fixation Device into Left Humeral Head, Percutaneous Approach
Insertion of Monoplanar External Fixation Device into Left Humeral Head, Percutaneous Approach",General Surgery,General,13
08BSX,"Excision of Right Conjunctiva, External Approach, Diagnostic
Excision of Right Conjunctiva, External Approach",General Surgery,General,13
08DJX,,General Surgery,General,13
0DQQX,"Repair Anus, External Approach",General Surgery,General,13
0D944,"Drainage of Esophagogastric Junction with Drainage Device, Percutaneous Endoscopic Approach
Drainage of Esophagogastric Junction, Percutaneous Endoscopic Approach, Diagnostic
Drainage of Esophagogastric Junction, Percutaneous Endoscopic Approach",General Surgery,General,13
0TMD0,"Reattachment of Urethra, Open Approach",General Surgery,General,13
0DBE0,"Excision of Large Intestine, Open Approach, Diagnostic
Excision of Large Intestine, Open Approach",General Surgery,General,13
0TGD0,,General Surgery,General,13
08Q6X,"Repair Right Sclera, External Approach",General Surgery,General,13
0PHP3,"Insertion of Internal Fixation Device into Right Metacarpal, Percutaneous Approach
Insertion of External Fixation Device into Right Metacarpal, Percutaneous Approach",General Surgery,General,13
0J800,"Division of Scalp Subcutaneous Tissue and Fascia, Open Approach",General Surgery,General,13
00110,,General Surgery,General,13
0PP00,"Removal of Internal Fixation Device from Sternum, Open Approach
Removal of Autologous Tissue Substitute from Sternum, Open Approach
Removal of Synthetic Substitute from Sternum, Open Approach
Removal of Nonautologous Tissue Substitute from Sternum, Open Approach",General Surgery,General,13
09BQ0,"Excision of Right Maxillary Sinus, Open Approach, Diagnostic
Excision of Right Maxillary Sinus, Open Approach",Tympanoplasty,ENT,6
08123,"Bypass Right Anterior Chamber to Sclera with Synthetic Substitute, Percutaneous Approach
Bypass Right Anterior Chamber to Sclera with Nonautologous Tissue Substitute, Percutaneous Approach
Bypass Right Anterior Chamber to Sclera, Percutaneous Approach",Valve Replacement,Cardiac,1
0RGB0,,General Surgery,General,13
07B04,"Excision of Head Lymphatic, Percutaneous Endoscopic Approach, Diagnostic
Excision of Head Lymphatic, Percutaneous Endoscopic Approach",General Surgery,General,13
0BTG4,"Resection of Left Upper Lung Lobe, Percutaneous Endoscopic Approach",Lung Surgery,Pulmonary,9
0H00X,,General Surgery,General,13
0CB0X,"Excision of Upper Lip, External Approach, Diagnostic
Excision of Upper Lip, External Approach",General Surgery,General,13
0SWBX,"Revision of Drainage Device in Left Hip Joint, External Approach
Revision of Infusion Device in Left Hip Joint, External Approach
Revision of Internal Fixation Device in Left Hip Joint, External Approach
Revision of External Fixation Device in Left Hip Joint, External Approach
Revision of Autologous Tissue Substitute in Left Hip Joint, External Approach",Orthopedic Surgery,Orthopedic,5
02QX0,"Repair Thoracic Aorta, Ascending/Arch, Open Approach",General Surgery,General,13
08RJ0,,General Surgery,General,13
08RN0,"Replacement of Right Upper Eyelid with Autologous Tissue Substitute, Open Approach
Replacement of Right Upper Eyelid with Synthetic Substitute, Open Approach
Replacement of Right Upper Eyelid with Nonautologous Tissue Substitute, Open Approach",Eye Surgery,Ophthalmological,12
0BCC4,"Extirpation of Matter from Right Upper Lung Lobe, Percutaneous Endoscopic Approach",Lung Surgery,Pulmonary,9
0TBB3,"Excision of Bladder, Percutaneous Approach, Diagnostic
Excision of Bladder, Percutaneous Approach",Urinary Surgery,Renal,3
0TQB0,"Repair Bladder, Open Approach",Urinary Surgery,Renal,3
0WJG4,"Inspection of Peritoneal Cavity, Percutaneous Endoscopic Approach",Peritoneal Inspection,Gastrointestinal,4
0PS0X,"Reposition Sternum, External Approach",General Surgery,General,13
0SGF0,"Fusion of Right Ankle Joint with Sustained Compression Internal Fixation Device, Open Approach
Fusion of Right Ankle Joint with Internal Fixation Device, Open Approach
Fusion of Right Ankle Joint with External Fixation Device, Open Approach
Fusion of Right Ankle Joint with Autologous Tissue Substitute, Open Approach
Fusion of Right Ankle Joint with Synthetic Substitute, Open Approach",Orthopedic Surgery,Orthopedic,5
0SBC4,"Excision of Right Knee Joint, Percutaneous Endoscopic Approach, Diagnostic
Excision of Right Knee Joint, Percutaneous Endoscopic Approach",Hip Replacement,Orthopedic,5
0PHPX,,General Surgery,General,13
07LK4,"Occlusion of Thoracic Duct with Extraluminal Device, Percutaneous Endoscopic Approach
Occlusion of Thoracic Duct with Intraluminal Device, Percutaneous Endoscopic Approach
Occlusion of Thoracic Duct, Percutaneous Endoscopic Approach",General Surgery,General,13
0BTC0,"Resection of Right Upper Lung Lobe, Open Approach",Lung Surgery,Pulmonary,9
0UVC3,"Restriction of Cervix with Extraluminal Device, Percutaneous Approach
Restriction of Cervix with Intraluminal Device, Percutaneous Approach
Restriction of Cervix, Percutaneous Approach",General Surgery,General,13
0VB50,"Excision of Scrotum, Open Approach, Diagnostic
Excision of Scrotum, Open Approach",General Surgery,General,13
0H0U0,"Alteration of Left Breast with Autologous Tissue Substitute, Open Approach
Alteration of Left Breast with Synthetic Substitute, Open Approach
Alteration of Left Breast with Nonautologous Tissue Substitute, Open Approach
Alteration of Left Breast, Open Approach",Breast Surgery,Breast,10
0WBF4,"Excision of Abdominal Wall, Percutaneous Endoscopic Approach, Diagnostic
Excision of Abdominal Wall, Percutaneous Endoscopic Approach",General Surgery,General,13
